,partner,total_charges
2654,No,51753.0
2655,No,67065.0
2656,No,317725.0
2657,No,9035.0
2658,Yes,655775.0
2659,Yes,579185.0
2660,Yes,30555.0
2661,No,51961.0
2662,No,8405.0
2663,No,1975.0
2664,No,178925.0
2665,Yes,500005.0
2666,No,67132.0
2667,No,5626.0
2668,No,23171.0
2669,No,9145.0
2670,Yes,82885.0
2671,No,61735.0
2672,No,2669.0
2673,No,62505.0
2674,Yes,3014.0
2675,Yes,60299.0
2676,Yes,18427.0
2677,No,2066.0
2678,No,6047.0
2679,No,738605.0
2680,Yes,733405.0
2681,No,147175.0
2682,No,262615.0
2683,Yes,4121.0
2684,Yes,827705.0
2685,Yes,58345.0
2686,No,36925.0
2687,No,104905.0
2688,No,14148.0
2689,Yes,16975.0
2690,Yes,435445.0
2691,No,27192.0
2692,Yes,636535.0
2693,No,516.0
2694,No,319025.0
2695,No,8125.0
2696,Yes,11438.0
2697,No,44.0
2698,No,501.0
2699,Yes,3297.0
2700,Yes,1887.0
2701,Yes,1518.0
2702,No,29365.0
2703,No,13081.0
2704,Yes,22154.0
2705,Yes,4828.0
2706,Yes,259895.0
2707,No,21645.0
2708,No,2045.0
2709,No,506485.0
2710,No,99645.0
2711,Yes,83965.0
2712,Yes,6733.0
2713,No,26183.0
2714,Yes,408435.0
2715,No,7655.0
2716,No,79355.0
2717,Yes,61395.0
2718,No,40285.0
2719,Yes,12448.0
2720,No,464.0
2721,No,58185.0
2722,No,4628.0
2723,No,15402.0
2724,No,1698.0
2725,No,51681.0
2726,No,67801.0
2727,No,945.0
2728,Yes,553.0
2729,No,208.0
2730,No,382975.0
2731,Yes,52946.0
2732,No,68898.0
2733,Yes,325435.0
2734,Yes,63839.0
2735,No,444.0
2736,No,4777.0
2737,No,444755.0
2738,Yes,732105.0
2739,Yes,4135.0
2740,Yes,8605.0
2741,Yes,6977.0
2742,No,16865.0
2743,No,1743.0
2744,Yes,27538.0
2745,No,6925.0
2746,Yes,4348.0
2747,Yes,10775.0
2748,No,9565.0
2749,No,10725.0
2750,Yes,8512.0
2751,No,2095.0
2752,Yes,58486.0
2753,No,1098.0
2754,No,1965.0
2755,No,5955.0
2756,No,3298.0
2757,No,25135.0
2758,Yes,513535.0
2759,Yes,20002.0
2760,No,93175.0
2761,Yes,739615.0
2762,No,395885.0
2763,No,2609.0
2764,No,2973.0
2765,Yes,15151.0
2766,Yes,8168.0
2767,Yes,48684.0
2768,Yes,688.0
2769,No,28835.0
2770,Yes,322965.0
2771,Yes,117825.0
2772,No,1854.0
2773,No,96625.0
2774,No,7586.0
2775,No,18638.0
2776,No,2658.0
2777,Yes,3297.0
2778,Yes,41073.0
2779,No,3963.0
2780,No,280905.0
2781,No,156755.0
2782,Yes,185145.0
2783,No,602895.0
2784,No,207275.0
2785,No,555115.0
2786,No,431735.0
2787,No,7368.0
2788,No,33615.0
2789,No,152265.0
2790,No,6229.0
2791,Yes,49596.0
2792,No,32995.0
2793,No,104885.0
2794,No,10015.0
2795,Yes,4426.0
2796,Yes,67035.0
2797,Yes,335155.0
2798,No,77925.0
2799,Yes,2598.0
2800,Yes,348345.0
2801,Yes,48905.0
2802,No,13675.0
2803,Yes,18415.0
2804,No,1315.0
2805,Yes,67671.0
2806,Yes,75795.0
2807,Yes,6890.0
2808,No,16574.0
2809,Yes,300855.0
2810,No,26205.0
2811,Yes,81651.0
2812,Yes,87555.0
2813,Yes,264915.0
2814,No,22065.0
2815,No,13019.0
2816,Yes,744.0
2817,Yes,33262.0
2818,Yes,790.0
2819,Yes,123765.0
2820,No,3786.0
2821,Yes,59265.0
2822,No,5015.0
2823,No,2045.0
2824,No,56085.0
2825,No,363825.0
2826,Yes,10602.0
2827,Yes,292175.0
2828,No,401745.0
2829,Yes,8549.0
2830,No,417435.0
2831,No,492055.0
2832,No,205.0
2833,No,8103.0
2834,Yes,7724.0
2835,Yes,193685.0
2836,No,798.0
2837,No,20225.0
2838,Yes,10705.0
2839,Yes,34765.0
2840,No,9999.0
2841,Yes,1131.0
2842,Yes,20158.0
2843,Yes,145425.0
2844,No,2467.0
2845,Yes,60179.0
2846,Yes,581745.0
2847,Yes,55953.0
2848,No,4765.0
2849,Yes,120165.0
2850,Yes,8673.0
2851,No,5015.0
2852,Yes,300725.0
2853,Yes,25275.0
2854,Yes,63065.0
2855,No,684105.0
2856,No,8195.0
2857,Yes,4511.0
2858,No,446.0
2859,No,2262.0
2860,Yes,70825.0
2861,No,101735.0
2862,No,52735.0
2863,No,21465.0
2864,No,4553.0
2865,Yes,596985.0
2866,Yes,123555.0
2867,Yes,101425.0
2868,No,23621.0
2869,Yes,122565.0
2870,Yes,18737.0
2871,No,3865.0
2872,Yes,601005.0
2873,Yes,185065.0
2874,Yes,71015.0
2875,No,10434.0
2876,Yes,191075.0
2877,No,7161.0
2878,Yes,168615.0
2879,Yes,671645.0
2880,No,783985.0
2881,No,623675.0
2882,No,4505.0
2883,No,71.0
2884,Yes,291985.0
2885,Yes,330925.0
2886,No,797.0
2887,No,2045.0
2888,No,12547.0
2889,No,28964.0
2890,Yes,7175.0
2891,No,2538.0
2892,No,111005.0
2893,No,3488.0
2894,No,388865.0
2895,Yes,6925.0
2896,Yes,684315.0
2897,No,4509.0
2898,Yes,43225.0
2899,No,176735.0
2900,Yes,174245.0
2901,Yes,29735.0
2902,Yes,182045.0
2903,Yes,174295.0
2904,No,244425.0
2905,Yes,9498.0
2906,No,735.0
2907,Yes,29708.0
2908,No,333495.0
2909,No,201095.0
2910,Yes,46843.0
2911,No,218155.0
2912,Yes,130325.0
2913,Yes,3714.0
2914,Yes,24099.0
2915,Yes,61554.0
2916,No,8291.0
2917,Yes,26029.0
2918,No,4667.0
2919,No,82475.0
2920,Yes,51535.0
2921,Yes,818285.0
2922,No,699.0
2923,Yes,66834.0
2924,No,156405.0
2925,Yes,7556.0
2926,No,346505.0
2927,Yes,62927.0
2928,Yes,16643.0
2929,No,30358.0
2930,Yes,1981.0
2931,Yes,60459.0
2932,No,410815.0
2933,Yes,598075.0
2934,Yes,50432.0
2935,No,102975.0
2936,No,285455.0
2937,Yes,711425.0
2938,No,90705.0
2939,No,97395.0
2940,No,60575.0
2941,No,66155.0
2942,Yes,41169.0
2943,Yes,449465.0
2944,Yes,42593.0
2945,No,328275.0
2946,No,557.0
2947,Yes,127445.0
2948,Yes,49395.0
2949,Yes,223965.0
2950,No,48075.0
2951,No,6356.0
2952,No,503815.0
2953,No,3242.0
2954,No,1955.0
2955,Yes,279355.0
2956,No,2095.0
2957,No,64865.0
2958,Yes,9505.0
2959,Yes,91715.0
2960,Yes,13469.0
2961,No,424235.0
2962,No,6727.0
2963,Yes,656125.0
2964,No,26845.0
2965,Yes,733755.0
2966,No,3319.0
2967,Yes,519405.0
2968,Yes,447885.0
2969,Yes,62833.0
2970,No,26594.0
2971,No,1969.0
2972,No,4392.0
2973,No,195.0
2974,No,210715.0
2975,No,186645.0
2976,No,143095.0
2977,Yes,10716.0
2978,Yes,645715.0
2979,Yes,68405.0
2980,No,391405.0
2981,Yes,38426.0
2982,Yes,67035.0
2983,Yes,788025.0
2984,No,192.0
2985,No,29845.0
2986,Yes,337175.0
2987,No,44245.0
2988,Yes,204.0
2989,Yes,234555.0
2990,No,2525.0
2991,No,115635.0
2992,Yes,614315.0
2993,No,1448.0
2994,Yes,41495.0
2995,No,105955.0
2996,No,1818.0
2997,No,221255.0
2998,No,218055.0
2999,Yes,8915.0
3000,No,45995.0
3001,No,103675.0
3002,No,227695.0
3003,No,21195.0
3004,No,25.0
3005,No,316265.0
3006,Yes,21065.0
3007,Yes,35667.0
3008,No,20801.0
3009,Yes,40402.0
3010,Yes,5186.0
3011,No,19615.0
3012,Yes,108745.0
3013,No,167215.0
3014,Yes,120605.0
3015,No,111395.0
3016,No,10705.0
3017,No,3815.0
3018,Yes,63393.0
3019,No,1841.0
3020,Yes,16889.0
3021,Yes,137825.0
3022,No,1376.0
3023,No,219.0
3024,Yes,106715.0
3025,No,7955.0
3026,Yes,344485.0
3027,No,36905.0
3028,Yes,75536.0
3029,No,845.0
3030,Yes,18131.0
3031,No,332135.0
3032,No,7075.0
3033,Yes,711215.0
3034,Yes,46411.0
3035,Yes,76909.0
3036,No,499.0
3037,No,13801.0
3038,No,7865.0
3039,No,454.0
3040,Yes,309465.0
3041,Yes,651835.0
3042,Yes,258595.0
3043,No,827.0
3044,No,5885.0
3045,No,4259.0
3046,Yes,63427.0
3047,Yes,203075.0
3048,Yes,670005.0
3049,No,72447.0
3050,No,36783.0
3051,Yes,348665.0
3052,Yes,41115.0
3053,No,9375.0
3054,Yes,155915.0
3055,Yes,9704.0
3056,No,24835.0
3057,Yes,8282.0
3058,No,381055.0
3059,No,14932.0
3060,No,458.0
3061,No,7773.0
3062,No,55635.0
3063,Yes,491105.0
3064,No,18735.0
3065,No,3076.0
3066,Yes,431835.0
3067,Yes,482055.0
3068,No,303855.0
3069,Yes,21369.0
3070,Yes,747215.0
3071,No,3891.0
3072,Yes,229625.0
3073,No,18745.0
3074,No,26125.0
3075,No,3845.0
3076,No,2992.0
3077,No,30436.0
3078,Yes,15064.0
3079,No,1637.0
3080,No,32325.0
3081,No,1640.0
3082,No,7621.0
3083,Yes,384635.0
3084,No,56466.0
3085,No,535.0
3086,Yes,7905.0
3087,No,251.0
3088,No,15166.0
3089,No,22245.0
3090,No,88875.0
3091,Yes,431035.0
3092,No,429.0
3093,Yes,236515.0
3094,No,35365.0
3095,Yes,50731.0
3096,No,452685.0
3097,No,30825.0
3098,No,1945.0
3099,No,67845.0
3100,No,12373.0
3101,No,102395.0
3102,Yes,818275.0
3103,No,45323.0
3104,No,144405.0
3105,No,191.0
3106,Yes,737265.0
3107,Yes,73251.0
3108,Yes,34742.0
3109,No,39265.0
3110,No,10586.0
3111,No,399075.0
3112,Yes,747585.0
3113,No,8355.0
3114,Yes,26286.0
3115,Yes,171835.0
3116,No,10239.0
3117,Yes,119355.0
3118,No,12055.0
3119,Yes,577645.0
3120,No,789.0
3121,Yes,102515.0
3122,No,85635.0
3123,No,122.0
3124,Yes,66029.0
3125,Yes,17129.0
3126,Yes,568225.0
3127,No,743.0
3128,Yes,363515.0
3129,Yes,7029.0
3130,No,373425.0
3131,No,11445.0
3132,Yes,445425.0
3133,No,453.0
3134,No,756.0
3135,No,111755.0
3136,No,18025.0
3137,No,198.0
3138,Yes,93005.0
3139,No,11015.0
3140,No,3336.0
3141,Yes,46505.0
3142,Yes,16694.0
3143,No,35451.0
3144,No,50405.0
3145,No,4402.0
3146,Yes,115155.0
3147,No,247535.0
3148,No,124925.0
3149,No,31775.0
3150,Yes,14982.0
3151,No,53505.0
3152,No,4613.0
3153,No,431.0
3154,Yes,87835.0
3155,No,33575.0
3156,Yes,31214.0
3157,No,3248.0
3158,No,139455.0
3159,No,341325.0
3160,No,314365.0
3161,Yes,43975.0
3162,Yes,6644.0
3163,Yes,475955.0
3164,No,1033.0
3165,Yes,348285.0
3166,No,268845.0
3167,No,43525.0
3168,No,244875.0
3169,Yes,307.0
3170,Yes,268935.0
3171,Yes,13292.0
3172,Yes,128125.0
3173,Yes,3527.0
3174,Yes,434865.0
3175,No,56115.0
3176,No,636.0
3177,Yes,51293.0
3178,Yes,42858.0
3179,Yes,937.0
3180,Yes,58945.0
3181,No,2505.0
3182,Yes,116075.0
3183,Yes,309175.0
3184,No,36555.0
3185,Yes,27295.0
3186,Yes,3632.0
3187,No,3812.0
3188,No,10355.0
3189,Yes,52.0
3190,Yes,23422.0
3191,No,6539.0
3192,No,712.0
3193,Yes,417865.0
3194,No,18218.0
3195,Yes,527815.0
3196,No,40242.0
3197,No,5525.0
3198,Yes,65208.0
3199,No,8549.0
3200,Yes,83089.0
3201,No,1092.0
3202,No,9205.0
3203,Yes,34205.0
3204,No,9385.0
3205,Yes,4068.0
3206,No,3379.0
3207,Yes,316875.0
3208,Yes,14124.0
3209,No,39747.0
3210,Yes,3439.0
3211,Yes,5045.0
3212,No,4245.0
3213,No,546145.0
3214,Yes,57175.0
3215,Yes,54982.0
3216,No,9685.0
3217,No,11105.0
3218,Yes,944.0
3219,No,5211.0
3220,No,92385.0
3221,No,1411.0
3222,Yes,62865.0
3223,Yes,55763.0
3224,No,10461.0
3225,Yes,12456.0
3226,No,128785.0
3227,Yes,193935.0
3228,Yes,11825.0
3229,Yes,45255.0
3230,No,269655.0
3231,No,87535.0
3232,Yes,126705.0
3233,Yes,4949.0
3234,No,799.0
3235,Yes,57633.0
3236,No,347405.0
3237,No,201.0
3238,No,1069.0
3239,No,71005.0
3240,No,5682.0
3241,Yes,190025.0
3242,No,15915.0
3243,No,801275.0
3244,Yes,85665.0
3245,Yes,5513.0
3246,Yes,18495.0
3247,No,405675.0
3248,Yes,109665.0
3249,Yes,368495.0
3250,No,175245.0
3251,Yes,721085.0
3252,Yes,52645.0
3253,No,21573.0
3254,No,244.0
3255,No,43395.0
3256,No,243515.0
3257,Yes,560775.0
3258,Yes,287415.0
3259,Yes,44333.0
3260,No,96435.0
3261,Yes,19748.0
3262,Yes,146085.0
3263,Yes,95155.0
3264,Yes,18212.0
3265,No,160095.0
3266,No,39925.0
3267,Yes,121855.0
3268,No,817.0
3269,No,217115.0
3270,No,36348.0
3271,Yes,2924.0
3272,No,31725.0
3273,Yes,21855.0
3274,Yes,50719.0
3275,Yes,142335.0
3276,Yes,30686.0
3277,Yes,469065.0
3278,Yes,61576.0
3279,Yes,144265.0
3280,No,336905.0
3281,Yes,467165.0
3282,Yes,187555.0
3283,Yes,27235.0
3284,No,364505.0
3285,No,13575.0
3286,Yes,131985.0
3287,No,2294.0
3288,No,37025.0
3289,Yes,691.0
3290,Yes,57142.0
3291,No,123325.0
3292,Yes,35716.0
3293,No,833.0
3294,No,803595.0
3295,Yes,5794.0
3296,No,696.0
3297,No,306645.0
3298,No,30555.0
3299,Yes,763425.0
3300,No,3653.0
3301,Yes,2413.0
3302,Yes,38703.0
3303,Yes,3879.0
3304,No,5275.0
3305,No,7845.0
3306,No,210455.0
3307,No,203.0
3308,No,192.0
3309,No,30191.0
3310,Yes,705195.0
3311,Yes,11905.0
3312,Yes,44488.0
3313,No,25525.0
3314,No,1469.0
3315,Yes,101105.0
3316,Yes,171495.0
3317,No,7625.0
3318,No,53535.0
3319,No,7555.0
3320,No,3389.0
3321,No,249735.0
3322,Yes,62734.0
3323,No,7025.0
3324,Yes,90875.0
3325,No,49133.0
3326,Yes,611895.0
3327,No,463.0
3328,No,2123.0
3329,No,444345.0
3330,No,3162.0
3331,Yes,107905.0
3332,No,56465.0
3333,No,109565.0
3334,Yes,61619.0
3335,No,44605.0
3336,No,210605.0
3337,No,251155.0
3338,No,3186.0
3339,No,8118.0
3340,Yes,732315.0
3341,No,18605.0
3342,Yes,454.0
3343,No,752195.0
3344,Yes,105695.0
3345,No,4415.0
3346,No,83415.0
3347,No,8545.0
3348,Yes,9998.0
3349,No,23697.0
3350,Yes,629765.0
3351,Yes,23955.0
3352,No,592.0
3353,No,146145.0
3354,No,4164.0
3355,No,10606.0
3356,No,486935.0
3357,No,549.0
3358,Yes,326595.0
3359,Yes,22542.0
3360,No,35815.0
3361,Yes,29398.0
3362,No,46524.0
3363,No,440845.0
3364,No,5808.0
3365,Yes,24952.0
3366,Yes,1803.0
3367,No,591395.0
3368,No,1584.0
3369,No,1042.0
3370,Yes,64809.0
3371,Yes,138935.0
3372,Yes,194.0
3373,Yes,16292.0
3374,Yes,60331.0
3375,No,444.0
3376,Yes,951.0
3377,No,332075.0
3378,Yes,18677.0
3379,Yes,438.0
3380,Yes,32545.0
3381,No,11481.0
3382,Yes,397225.0
3383,No,1559.0
3384,Yes,367315.0
3385,No,706.0
3386,Yes,112675.0
3387,No,7345.0
3388,Yes,241305.0
3389,Yes,69127.0
3390,No,158195.0
3391,No,558645.0
3392,Yes,584665.0
3393,Yes,64247.0
3394,Yes,601865.0
3395,No,33734.0
3396,No,15379.0
3397,No,108055.0
3398,No,3552.0
3399,No,8285.0
3400,No,201645.0
3401,Yes,532725.0
3402,No,68325.0
3403,Yes,126305.0
3404,No,1513.0
3405,Yes,771465.0
3406,No,1887.0
3407,Yes,55494.0
3408,Yes,1305.0
3409,Yes,262175.0
3410,No,187525.0
3411,Yes,56858.0
3412,No,8375.0
3413,Yes,4015.0
3414,No,180005.0
3415,Yes,71042.0
3416,No,421425.0
3417,No,506.0
3418,No,8631.0
3419,Yes,19922.0
3420,No,698.0
3421,Yes,194835.0
3422,Yes,475095.0
3423,Yes,10079.0
3424,No,50369.0
3425,Yes,23918.0
3426,Yes,685905.0
3427,No,65219.0
3428,No,61785.0
3429,No,15775.0
3430,No,5163.0
3431,No,2364.0
3432,Yes,168795.0
3433,Yes,768995.0
3434,Yes,623905.0
3435,Yes,204205.0
3436,No,28071.0
3437,Yes,41168.0
3438,Yes,131795.0
3439,Yes,459465.0
3440,No,633275.0
3441,No,321375.0
3442,Yes,22955.0
3443,Yes,497615.0
3444,Yes,730895.0
3445,Yes,45552.0
3446,No,4495.0
3447,Yes,69825.0
3448,Yes,102515.0
3449,No,9055.0
3450,No,57142.0
3451,No,195.0
3452,No,227435.0
3453,Yes,78955.0
3454,Yes,4834.0
3455,Yes,31318.0
3456,No,60255.0
3457,No,336925.0
3458,Yes,267415.0
3459,No,19975.0
3460,Yes,17908.0
3461,No,44975.0
3462,Yes,197.0
3463,No,14003.0
3464,Yes,4116.0
3465,No,741.0
3466,No,584135.0
3467,Yes,45127.0
3468,Yes,568845.0
3469,Yes,319.0
3470,Yes,667465.0
3471,No,134575.0
3472,No,184305.0
3473,No,19695.0
3474,Yes,14338.0
3475,No,21455.0
3476,No,86585.0
3477,No,13586.0
3478,Yes,314715.0
3479,No,13105.0
3480,No,453585.0
3481,Yes,107875.0
3482,No,5424.0
3483,Yes,231255.0
3484,Yes,41505.0
3485,Yes,325045.0
3486,No,985.0
3487,No,879.0
3488,Yes,75465.0
3489,No,7535.0
3490,No,195225.0
3491,Yes,1538.0
3492,No,31986.0
3493,No,209.0
3494,Yes,561015.0
3495,Yes,45195.0
3496,No,244025.0
3497,No,68606.0
3498,Yes,13777.0
3499,No,19025.0
3500,No,165195.0
3501,No,783.0
3502,No,793925.0
3503,No,449.0
3504,No,5767.0
3505,No,1279.0
3506,No,12607.0
3507,Yes,26735.0
3508,Yes,658685.0
3509,No,93415.0
3510,No,12365.0
3511,Yes,753465.0
3512,No,1945.0
3513,No,36456.0
3514,Yes,31445.0
3515,Yes,3053.0
3516,Yes,67705.0
3517,Yes,796595.0
3518,No,90685.0
3519,Yes,48887.0
3520,No,23725.0
3521,Yes,746.0
3522,No,3424.0
3523,Yes,1401.0
3524,No,1108.0
3525,No,29555.0
3526,No,89265.0
3527,No,19825.0
3528,No,482285.0
3529,Yes,674115.0
3530,No,7915.0
3531,Yes,135545.0
3532,Yes,7209.0
3533,No,4384.0
3534,Yes,772635.0
3535,Yes,207075.0
3536,Yes,163695.0
3537,Yes,75815.0
3538,Yes,30195.0
3539,No,472975.0
3540,Yes,61261.0
3541,Yes,63334.0
3542,No,668785.0
3543,Yes,415825.0
3544,No,31834.0
3545,No,796.0
3546,No,714935.0
3547,No,142965.0
3548,No,47265.0
3549,No,17345.0
3550,No,39906.0
3551,Yes,1135.0
3552,No,188465.0
3553,Yes,256815.0
3554,No,470.0
3555,No,2784.0
3556,No,20888.0
3557,No,5026.0
3558,No,259585.0
3559,No,58255.0
3560,No,5075.0
3561,No,444975.0
3562,Yes,120835.0
3563,No,19564.0
3564,No,3106.0
3565,Yes,29055.0
3566,No,20961.0
3567,No,2665.0
3568,Yes,5438.0
3569,No,2035.0
3570,No,30058.0
3571,Yes,162315.0
3572,No,24984.0
3573,No,2586.0
3574,Yes,32923.0
3575,No,6514.0
3576,Yes,467455.0
3577,No,23235.0
3578,Yes,24485.0
3579,Yes,6581.0
3580,Yes,31288.0
3581,No,22345.0
3582,No,9194.0
3583,Yes,65395.0
3584,Yes,18255.0
3585,Yes,9431.0
3586,No,18165.0
3587,No,4565.0
3588,No,55135.0
3589,No,3594.0
3590,No,11595.0
3591,No,1652.0
3592,Yes,233835.0
3593,No,463.0
3594,Yes,35411.0
3595,Yes,414605.0
3596,Yes,108725.0
3597,No,25224.0
3598,No,81.0
3599,Yes,7173.0
3600,No,17342.0
3601,Yes,70693.0
3602,No,7429.0
3603,No,301765.0
3604,No,6423.0
3605,No,11643.0
3606,No,422035.0
3607,No,15587.0
3608,No,274345.0
3609,Yes,40555.0
3610,Yes,271025.0
3611,Yes,605555.0
3612,Yes,8107.0
3613,Yes,25382.0
3614,Yes,61292.0
3615,Yes,175085.0
3616,Yes,3655.0
3617,Yes,665245.0
3618,Yes,257545.0
3619,Yes,601935.0
3620,Yes,13796.0
3621,No,12842.0
3622,No,29615.0
3623,No,65325.0
3624,Yes,4126.0
3625,No,855.0
3626,Yes,4955.0
3627,Yes,19287.0
3628,No,7125.0
3629,No,78458.0
3630,Yes,17507.0
3631,No,2162.0
3632,No,1785.0
3633,Yes,1151.0
3634,Yes,6029.0
3635,Yes,27452.0
3636,No,37219.0
3637,No,31211.0
3638,Yes,99045.0
3639,No,7115.0
3640,No,100435.0
3641,No,15765.0
3642,No,321975.0
3643,No,57285.0
3644,Yes,455485.0
3645,Yes,184755.0
3646,No,176675.0
3647,Yes,146205.0
3648,No,2525.0
3649,Yes,21932.0
3650,Yes,24335.0
3651,Yes,64115.0
3652,Yes,23984.0
3653,Yes,86185.0
3654,No,583.0
3655,Yes,73324.0
3656,No,24955.0
3657,No,44759.0
3658,No,41645.0
3659,No,7886.0
3660,No,2023.0
3661,Yes,69946.0
3662,Yes,411615.0
3663,Yes,226345.0
3664,Yes,137435.0
3665,No,491515.0
3666,Yes,8385.0
3667,No,751.0
3668,Yes,371565.0
3669,No,427345.0
3670,No,458.0
3671,No,205.0
3672,No,204475.0
3673,No,3055.0
3674,Yes,139825.0
3675,No,201.0
3676,Yes,32895.0
3677,Yes,468005.0
3678,No,691.0
3679,Yes,37782.0
3680,No,31614.0
3681,Yes,218845.0
3682,No,99945.0
3683,Yes,188865.0
3684,No,124025.0
3685,Yes,2635.0
3686,Yes,235.0
3687,No,234785.0
3688,Yes,71562.0
3689,Yes,30896.0
3690,Yes,2708.0
3691,Yes,29018.0
3692,No,49491.0
3693,Yes,21989.0
3694,No,3745.0
3695,Yes,76195.0
3696,No,15209.0
3697,No,19025.0
3698,Yes,5163.0
3699,Yes,405985.0
3700,No,22816.0
3701,Yes,13567.0
3702,No,23145.0
3703,No,5075.0
3704,Yes,2424.0
3705,Yes,426425.0
3706,No,277455.0
3707,Yes,36052.0
3708,Yes,40699.0
3709,No,8742.0
3710,Yes,114535.0
3711,No,13237.0
3712,Yes,549705.0
3713,No,5347.0
3714,No,245505.0
3715,No,387.0
3716,No,9474.0
3717,Yes,357.0
3718,Yes,147625.0
3719,No,708.0
3720,No,14486.0
3721,No,2919.0
3722,No,590315.0
3723,No,120165.0
3724,Yes,592135.0
3725,No,14665.0
3726,Yes,17594.0
3727,No,84445.0
3728,No,777405.0
3729,Yes,13405.0
3730,No,14095.0
3731,No,24995.0
3732,No,170165.0
3733,No,59265.0
3734,Yes,13575.0
3735,Yes,773265.0
3736,No,42824.0
3737,No,21965.0
3738,No,20181.0
3739,No,669.0
3740,Yes,6895.0
3741,Yes,22485.0
3742,No,37715.0
3743,No,19675.0
3744,Yes,94385.0
3745,Yes,657285.0
3746,No,317585.0
3747,No,2915.0
3748,No,2005.0
3749,No,3189.0
3750,No,2445.0
3751,No,276275.0
3752,No,4955.0
3753,No,63185.0
3754,No,2325.0
3755,Yes,591935.0
3756,No,74925.0
3757,Yes,3074.0
3758,No,24515.0
3759,No,13475.0
3760,No,558.0
3761,Yes,824085.0
3762,Yes,42664.0
3763,Yes,10775.0
3764,Yes,11156.0
3765,No,7905.0
3766,Yes,95.0
3767,No,252.0
3768,Yes,407955.0
3769,No,418775.0
3770,Yes,239115.0
3771,Yes,8905.0
3772,No,13725.0
3773,Yes,51546.0
3774,Yes,31199.0
3775,No,5295.0
3776,No,96655.0
3777,Yes,693685.0
3778,No,34963.0
3779,Yes,9143.0
3780,Yes,1929.0
3781,No,58177.0
3782,Yes,61102.0
3783,No,1788.0
3784,No,283.0
3785,No,435.0
3786,No,23518.0
3787,No,18615.0
3788,Yes,44585.0
3789,No,912.0
3790,No,67955.0
3791,Yes,35816.0
3792,No,422295.0
3793,No,19943.0
3794,No,593005.0
3795,No,150585.0
3796,No,20.0
3797,Yes,56383.0
3798,No,79725.0
3799,No,7165.0
3800,No,135945.0
3801,Yes,254245.0
3802,Yes,547.0
3803,No,98905.0
3804,Yes,4455.0
3805,No,873.0
3806,No,35155.0
3807,Yes,729775.0
3808,Yes,63017.0
3809,No,2103.0
3810,Yes,382245.0
3811,No,104845.0
3812,Yes,639365.0
3813,No,14893.0
3814,Yes,80615.0
3815,No,742.0
3816,Yes,51875.0
3817,Yes,576315.0
3818,No,2385.0
3819,Yes,10317.0
3820,No,348.0
3821,Yes,131995.0
3822,Yes,43884.0
3823,Yes,4202.0
3824,Yes,217745.0
3825,Yes,395085.0
3826,No,82705.0
3827,Yes,39133.0
3828,Yes,5335.0
3829,Yes,375645.0
3830,No,4439.0
3831,No,259995.0
3832,Yes,2843.0
3833,Yes,17408.0
3834,Yes,34361.0
3835,Yes,246255.0
3836,Yes,7085.0
3837,No,31101.0
3838,No,28085.0
3839,Yes,41175.0
3840,No,1986.0
3841,No,1037.0
3842,Yes,614455.0
3843,Yes,408945.0
3844,Yes,8642.0
3845,No,1965.0
3846,No,32494.0
3847,Yes,54058.0
3848,Yes,33638.0
3849,Yes,713215.0
3850,No,9355.0
3851,No,41389.0
3852,No,512175.0
3853,No,5661.0
3854,No,27153.0
3855,Yes,178205.0
3856,Yes,17425.0
3857,No,29838.0
3858,No,24.0
3859,Yes,4859.0
3860,Yes,19057.0
3861,Yes,15657.0
3862,Yes,48587.0
3863,Yes,372365.0
3864,No,29835.0
3865,Yes,97045.0
3866,Yes,1782.0
3867,No,4057.0
3868,Yes,45349.0
3869,No,241595.0
3870,Yes,115705.0
3871,Yes,82975.0
3872,No,4575.0
3873,Yes,20831.0
3874,Yes,468175.0
3875,No,1762.0
3876,No,10012.0
3877,Yes,159475.0
3878,No,2124.0
3879,Yes,76774.0
3880,No,8155.0
3881,No,8015.0
3882,No,25965.0
3883,Yes,81098.0
3884,Yes,238685.0
3885,No,34035.0
3886,No,41935.0
3887,Yes,799005.0
3888,Yes,140225.0
3889,Yes,74935.0
3890,Yes,842515.0
3891,No,11715.0
3892,Yes,564795.0
3893,Yes,7088.0
3894,Yes,75672.0
3895,No,299.0
3896,No,43481.0
3897,Yes,6359.0
3898,No,10895.0
3899,Yes,788.0
3900,No,16824.0
3901,Yes,69259.0
3902,No,22315.0
3903,No,512795.0
3904,No,8748.0
3905,Yes,675845.0
3906,Yes,18743.0
3907,No,79115.0
3908,Yes,463945.0
3909,Yes,1439.0
3910,No,691.0
3911,Yes,177655.0
3912,No,5364.0
3913,No,6172.0
3914,Yes,155945.0
3915,Yes,6079.0
3916,No,8085.0
3917,Yes,402995.0
3918,Yes,26584.0
3919,No,38355.0
3920,Yes,5115.0
3921,Yes,17455.0
3922,Yes,223085.0
3923,Yes,72816.0
3924,Yes,18377.0
3925,No,14955.0
3926,No,1807.0
3927,No,41145.0
3928,Yes,132835.0
3929,No,57695.0
3930,No,6845.0
3931,No,12305.0
3932,No,7865.0
3933,No,46835.0
3934,Yes,1747.0
3935,No,429.0
3936,No,44.0
3937,Yes,17235.0
3938,No,13935.0
3939,No,53985.0
3940,No,3004.0
3941,Yes,4968.0
3942,No,9927.0
3943,No,471825.0
3944,Yes,55365.0
