customerid,Unnamed: 0,partner,tenure,monthlycharges,totalcharges
7901-TBKJX,2075,No,56,101.05,5594
7228-PAQPD,2076,No,14,59.1,772.85
7746-QYVCO,2078,Yes,16,55.85,857.8
5804-HYIEZ,2079,Yes,70,106.05,7554.05
9919-FZDED,2080,Yes,72,84.1,5981.65
5934-TSSAU,2081,Yes,23,75.3,1702.9
8290-YWKHZ,2085,Yes,32,93.2,2931
2955-BJZHG,2086,Yes,17,80.85,1400.85
6784-XYJAE,2088,No,36,55.8,1941.5
2251-PYLPB,2092,Yes,72,79.55,5810.9
2190-BCXEC,2099,Yes,40,78.85,3126.85
6227-FBDXH,2100,Yes,69,99.5,6841.45
2153-MREFK,2101,Yes,37,99.2,3754.6
2911-WDXMV,2102,No,18,80.55,1406.65
7206-PQBBZ,2103,Yes,11,70.2,834.7
4547-FZJWE,2106,Yes,55,59.45,3157
7422-WNBTY,2107,Yes,33,93.35,3092
8383-SGHJU,2112,No,33,59.4,1952.8
7607-QKKTJ,2113,Yes,45,95.0,4368.85
7707-PYBBH,2114,No,40,61.9,2647.1
8984-HPEMB,2115,No,71,118.65,8477.6
4139-DETXS,2117,Yes,72,64.45,4528
9779-DPNEJ,2118,Yes,22,80.15,1790.65
4123-FCVCB,2122,No,12,75.85,854.45
8819-IMISP,2123,No,31,80.45,2429.1
8311-UEUAB,2125,Yes,67,75.5,5229.45
1163-ONYEY,2128,Yes,41,74.55,3023.55
8945-MUQUF,2130,No,51,94.8,4837.6
4010-YLMVT,2135,No,56,106.6,5893.95
1379-FRVEB,2136,No,15,91.0,1430.05
6288-CHQJB,2138,Yes,54,69.95,3871.85
3023-GFLBR,2140,Yes,33,86.15,2745.7
4223-BKEOR,2142,No,21,64.85,1336.8
4079-VTGLK,2143,Yes,30,74.85,2181.75
1391-UBDAR,2145,No,11,72.9,818.45
8894-JVDCV,2146,No,62,115.05,7133.45
2014-MKGMH,2149,No,46,101.1,4674.4
5628-FCGYG,2150,No,21,84.1,1737.45
7978-DKUQH,2153,Yes,25,74.6,1797.75
0524-IAVZO,2155,Yes,30,85.0,2624.25
1784-EZDKJ,2157,Yes,51,106.8,5498.8
9297-FVVDH,2158,Yes,57,84.5,4845.4
7101-HRBLJ,2160,Yes,72,83.7,6096.9
6635-CPNUN,2162,Yes,28,96.6,2684.35
4021-RQSNY,2163,Yes,29,98.5,3004.15
5453-YBTWV,2164,Yes,70,101.1,6994.8
2931-VUVJN,2166,Yes,59,94.05,5483.9
9061-TIHDA,2167,Yes,13,95.25,1233.65
6418-PIQSP,2169,Yes,62,81.0,4985.9
8220-OCUFY,2170,No,21,60.25,1258.35
7927-AUXBZ,2175,No,30,85.15,2555.9
2878-RMWXY,2177,Yes,72,102.65,7550.3
7375-WMVMT,2180,Yes,71,95.5,6707.15
1136-XGEQU,2181,Yes,50,84.15,4164.4
2530-FMFXO,2182,Yes,56,103.2,5873.75
7619-ODSGN,2185,Yes,24,54.75,1338.15
8879-XUAHX,2187,Yes,71,116.25,8564.75
5003-XZWWO,2190,Yes,71,84.2,5956.85
7622-FWGEW,2192,Yes,56,85.65,4824.45
8548-AWOFC,2197,Yes,66,63.85,4264.6
9798-DRYDS,2198,Yes,17,61.95,1070.7
6296-DDOOR,2200,No,19,58.2,1045.25
7951-VRDVK,2201,No,36,85.85,3003.55
4815-YOSUK,2203,Yes,72,104.9,7537.5
2659-VXMWZ,2204,Yes,67,111.3,7482.1
0380-NEAVX,2205,No,34,99.85,3343.15
3207-OYBWH,2206,Yes,57,95.25,5427.05
7036-TYDEC,2210,No,69,104.0,7028.5
5802-ADBRC,2211,Yes,50,104.4,5232.9
8337-MSSXB,2214,No,14,86.3,1180.95
8495-LJDFO,2216,No,64,108.95,7111.3
0839-JTCUD,2217,Yes,66,89.9,5958.85
5494-WOZRZ,2218,Yes,71,82.0,5999.85
1302-UHBDD,2219,No,20,89.95,1648.45
2234-EOFPT,2220,Yes,72,79.35,5753.25
8619-IJNDK,2221,Yes,71,64.05,4492.9
8378-LKJAF,2222,Yes,38,101.15,3956.7
8182-BJDSI,2223,No,28,89.95,2625.55
2528-HFYZX,2224,Yes,17,76.45,1233.4
3597-YASZG,2228,Yes,70,104.45,7349.35
8097-VBQTZ,2233,No,54,69.9,3883.3
4500-HKANN,2234,Yes,23,59.7,1414.2
9917-KWRBE,2235,Yes,41,78.35,3211.2
3398-GCPMU,2240,Yes,72,89.55,6448.85
1013-QCWAM,2243,Yes,66,100.8,6690.75
0866-QLSIR,2244,No,34,64.4,2088.75
6050-FFXES,2245,Yes,69,105.35,7240.65
9554-DFKIC,2248,Yes,30,54.45,1588.7
5527-ACHSO,2249,No,11,70.5,829.3
1399-UBQIU,2251,No,11,69.35,712.25
0336-PIKEI,2253,Yes,72,74.4,5360.75
7322-OCWHC,2254,Yes,72,93.05,6735.05
4957-TIALW,2256,No,15,65.6,1010
2054-PJOCK,2257,No,60,80.55,4847.05
9150-HEPMB,2258,No,56,52.7,3019.7
3126-WQMGH,2261,Yes,49,52.15,2583.75
7176-WRTNX,2264,No,70,114.95,7711.25
1583-IHQZE,2265,No,12,112.95,1384.75
5732-IKGQH,2266,Yes,52,104.45,5481.25
9239-GZHZE,2267,Yes,72,113.65,8124.2
0093-EXYQL,2271,No,40,91.55,3673.6
0320-JDNQG,2274,Yes,23,99.85,2331.3
9168-INPSZ,2276,Yes,44,104.15,4495.65
3571-RFHAR,2277,No,65,109.15,6941.2
9578-VRMNM,2281,No,16,65.2,1043.35
1587-FKLZB,2282,Yes,66,99.5,6822.15
4307-KTUMW,2285,Yes,53,93.9,5029.2
5440-FLBQG,2287,Yes,69,108.4,7318.2
4056-QHXHZ,2289,Yes,72,107.45,7576.7
7401-JIXNM,2292,Yes,54,91.3,4965
9339-FIIJL,2293,Yes,72,85.95,6151.9
2027-FECZV,2294,No,12,106.7,1253.9
3870-MQAMG,2297,Yes,54,110.35,5893.15
6670-MFRPK,2298,Yes,69,79.2,5420.65
6177-PEVRA,2299,No,48,55.5,2627.35
4800-CZMPC,2300,Yes,48,103.25,5037.55
7579-KKLOE,2302,Yes,71,91.25,6589.6
8402-EIVQS,2304,Yes,67,100.9,6733.15
4947-DSMXK,2305,Yes,34,97.7,3410
3324-OIRTO,2308,Yes,71,104.65,7288.4
5414-OFQCB,2309,No,57,90.45,5229.8
4967-WPNCF,2310,No,72,63.7,4464.8
8552-OBVRU,2311,Yes,48,104.5,5068.05
9154-QDGTH,2313,Yes,43,104.3,4451.85
8197-BFWVU,2314,Yes,72,93.25,6688.95
2577-GVSIL,2315,Yes,35,73.45,2661.1
6463-HHXJR,2318,Yes,71,100.5,7030.65
7928-VJYAB,2319,Yes,11,90.6,1020.2
1187-WILMM,2320,Yes,63,89.4,5597.65
9776-OJUZI,2321,No,65,95.45,6223.3
8949-JTMAY,2323,No,29,98.6,2933.2
2774-LVQUS,2324,Yes,15,83.05,1258.3
2266-SJNAT,2326,Yes,72,109.15,7789.6
0869-PAPRP,2327,Yes,26,85.7,2067
4238-JSSWH,2328,Yes,35,102.05,3452.55
2972-YDYUW,2329,No,57,94.7,5468.95
1104-FEJAM,2330,Yes,28,64.4,1802.15
5499-ECUTN,2332,Yes,47,66.05,3021.45
4981-FLTMF,2333,Yes,57,65.2,3687.85
9121-PHQSR,2334,Yes,16,85.05,1391.15
3211-ILJTT,2336,Yes,17,70.4,1214.05
4612-THJBS,2337,No,56,104.75,5510.65
4094-NSEDU,2339,No,21,94.25,1973.75
4304-TSPVK,2341,Yes,68,114.9,7843.55
1552-AAGRX,2342,No,30,106.4,3211.9
0020-INWCK,2346,Yes,71,95.75,6849.4
9548-ZMVTX,2349,Yes,72,90.45,6565.85
9755-JHNMN,2351,No,49,67.4,3306.85
5067-WJEUN,2355,Yes,67,54.2,3838.2
9251-WNSOD,2357,Yes,67,75.1,5064.45
2616-UUTFK,2359,Yes,33,72.75,2447.45
4559-UWIHT,2364,Yes,14,82.65,1185
7268-IGMFD,2365,No,18,93.9,1743.9
6650-BWFRT,2368,Yes,72,117.15,8529.5
9570-KYEUA,2369,No,64,99.25,6549.45
6993-YGFJV,2370,Yes,69,112.55,7806.5
0730-BGQGF,2372,Yes,71,90.3,6287.3
0013-SMEOE,2375,Yes,71,109.7,7904.25
9314-QDMDW,2376,No,11,61.25,729.95
9308-ANMVE,2377,No,47,55.3,2654.05
2884-GBPFB,2378,Yes,35,70.3,2416.55
3757-NJYBX,2379,Yes,32,106.35,3520.75
3413-DHLPB,2380,Yes,60,103.75,5969.95
2573-GYRUU,2384,Yes,48,91.05,4370.75
1247-QBVSH,2386,Yes,43,50.2,2169.4
6161-ERDGD,2389,Yes,71,85.45,6300.85
3771-PZOBW,2392,No,20,90.7,1781.35
5136-KCKGI,2393,Yes,33,103.7,3467
8231-BSWXX,2394,No,71,79.05,5552.5
6486-LHTMA,2395,Yes,31,90.7,2835.5
4083-BFNYK,2396,Yes,38,95.0,3591.25
1089-HDMKP,2401,No,11,54.55,601.25
0310-SUCIN,2403,Yes,71,84.8,6046.1
5197-PYEPU,2404,Yes,42,94.45,3923.8
3275-RHRNE,2409,Yes,28,60.0,1682.05
3503-TYDAY,2410,Yes,43,80.45,3398.9
6901-GOGZG,2411,No,60,84.95,4984.85
9898-KZQDZ,2415,Yes,40,94.55,3640.45
8982-NHAVY,2416,No,27,100.5,2673.45
0141-YEAYS,2418,No,27,86.45,2401.05
2450-ZKEED,2419,No,11,53.8,651.55
5236-PERKL,2424,No,57,112.95,6465
2519-FAKOD,2428,No,38,99.25,3777.15
8406-LNMHF,2429,Yes,59,82.95,4903.15
1821-BUCWY,2430,No,30,55.65,1653.85
9481-SFCQY,2435,No,14,59.8,824.85
6360-SVNWV,2436,No,31,73.55,2094.65
9802-CAQUT,2443,Yes,72,109.55,7887.25
1254-IZEYF,2444,No,31,99.95,3186.65
0187-WZNAB,2445,Yes,27,74.4,1972.35
9492-TOKRI,2446,No,18,90.0,1527.35
9221-OTIVJ,2448,No,14,104.85,1531.4
1357-MVDOZ,2449,Yes,11,59.65,683.25
7602-MVRMB,2450,Yes,72,110.45,8058.85
3325-FUYCG,2451,Yes,28,106.1,2847.4
5908-QMGOE,2452,No,15,74.2,1133.9
5198-EFNBM,2457,Yes,57,90.65,5199.8
7516-GMHUV,2458,Yes,50,105.05,5163.3
6559-RAKOZ,2467,Yes,49,97.95,4917.9
1323-OOEPC,2471,Yes,53,98.4,5149.5
3200-MNQTF,2472,Yes,67,70.9,4677.1
5630-IXDXV,2474,No,47,106.35,4849.1
0320-DWVTU,2475,No,53,99.5,5424.25
9135-MGVPY,2476,Yes,69,84.7,5878.9
1088-AUUZZ,2479,Yes,56,75.85,4261.2
0397-GZBBC,2480,Yes,59,93.85,5574.75
7641-EUYET,2483,Yes,46,100.7,4541.2
9921-ZVRHG,2485,No,14,80.45,1072
1174-FGIFN,2486,Yes,28,90.45,2509.25
6620-HVDUJ,2487,No,24,60.45,1440.75
4701-MLJPN,2488,No,31,55.25,1715.65
1032-MAELW,2489,Yes,68,78.45,5333.35
7641-TQFHN,2490,No,39,100.55,3895.35
9206-GVPEQ,2492,Yes,13,54.45,706.85
1596-BBVTG,2494,No,35,75.35,2636.05
1134-YWTYF,2498,Yes,27,53.8,1389.85
6061-GWWAV,2499,No,41,70.2,2894.55
0679-TDGAK,2500,Yes,50,75.5,4025.6
9405-GPBBG,2508,No,64,110.5,7069.25
7016-NVRIC,2511,Yes,29,90.1,2656.7
5829-NVSQN,2512,Yes,23,68.75,1689.45
8922-LIEGH,2514,No,25,89.7,2187.55
8869-LIHMK,2515,No,64,115.1,7334.05
8245-UMPYT,2516,No,16,96.4,1581.2
0447-RXSGD,2518,No,24,99.65,2404.85
5788-YPOEG,2520,Yes,34,84.75,2839.45
5373-SFODM,2521,Yes,36,85.25,3132.75
0661-KBKPA,2522,Yes,53,78.75,3942.45
3133-PZNSR,2525,Yes,72,97.75,6991.6
0022-TCJCI,2529,No,45,62.7,2791.5
9825-YCXWZ,2532,No,41,101.1,4016.2
5397-NSKQG,2533,Yes,67,50.9,3281.65
8565-HBFNN,2534,Yes,69,107.2,7317.1
2000-DHJUY,2535,Yes,70,92.2,6474.45
8670-ERCJH,2537,No,72,113.4,8164.1
7055-JCGNI,2540,No,70,111.95,7795.95
0739-UUAJR,2541,Yes,72,53.8,3952.45
4826-DXMUP,2542,No,35,72.1,2495.15
0952-KMEEH,2543,No,13,98.15,1230.25
7285-KLOTR,2544,Yes,12,78.85,876.75
0654-PQKDW,2545,Yes,62,70.75,4263.45
7175-NTIXE,2546,No,25,76.15,1992.95
8868-GAGIO,2556,Yes,45,84.55,3713.95
8263-QMNTJ,2559,Yes,72,115.55,8425.3
8178-EYZUO,2560,No,46,93.7,4154.8
3230-JCNZS,2561,Yes,71,99.0,7061.65
0277-ORXQS,2562,Yes,66,50.55,3364.55
5130-IEKQT,2563,No,25,105.95,2655.25
3230-WYKIR,2564,No,18,82.0,1425.45
3227-WLKLI,2566,Yes,65,91.55,5963.95
0407-BDJKB,2567,Yes,60,95.75,5742.9
9600-UDOPK,2570,Yes,30,94.05,2866.45
8216-AZUUZ,2571,Yes,42,100.4,4303.65
3269-ATYWD,2574,No,39,95.65,3759.05
1074-AMIOH,2576,Yes,53,108.25,5935.1
0354-WYROK,2578,Yes,31,98.9,2911.3
7748-UMTRK,2580,No,30,101.3,2974.5
7145-FEJWU,2582,No,12,105.3,1275.65
6463-MVYRY,2583,No,57,69.85,4003
3969-JQABI,2584,Yes,58,65.25,3791.6
4526-ZJJTM,2590,Yes,25,88.4,2191.15
8384-FZBJK,2591,Yes,57,100.6,5611.7
3096-YXENJ,2594,Yes,65,107.65,7082.85
1265-BCFEO,2595,Yes,71,80.45,5662.25
5837-LXSDN,2596,Yes,21,58.85,1215.45
5945-AZYHT,2597,Yes,71,109.6,7854.15
6384-VMJHP,2599,No,72,73.0,5265.2
7730-CLDSV,2601,Yes,72,98.65,7129.45
1135-HIORI,2602,Yes,64,111.45,7266.95
0164-APGRB,2603,No,72,114.9,8496.7
6481-ESCNL,2604,No,29,100.55,2878.75
1550-EENBN,2606,No,31,104.35,3205.6
4446-BZKHU,2609,Yes,61,105.55,6281.45
8198-RKSZG,2612,Yes,14,80.45,1137.05
3351-NQLDI,2614,Yes,67,94.35,6341.45
9297-EONCV,2615,No,72,91.35,6697.2
3336-JORSO,2619,No,33,110.45,3655.45
7799-DSEWS,2620,No,18,68.35,1299.8
8766-PAFNE,2621,Yes,71,79.1,5564.85
5315-CKEQK,2622,Yes,28,51.0,1381.8
0820-FNRNX,2624,Yes,17,66.7,1077.05
0880-FVFWF,2625,No,56,86.4,4922.4
4611-ANLQC,2626,Yes,60,50.05,2911.5
0014-BMAQU,2630,Yes,63,84.65,5377.8
9018-PCIOK,2632,No,55,64.75,3617.1
4837-QUSFT,2633,Yes,65,100.15,6643.5
0907-HQNTS,2636,Yes,70,113.0,7987.6
6769-DCQLI,2638,No,52,105.0,5426.85
2433-KMEAS,2639,No,22,54.45,1127.35
4391-LNRXK,2640,No,22,94.95,2142.8
2195-ZRVAX,2642,Yes,47,85.3,4045.65
3550-SAHFP,2643,No,33,83.35,2757.85
5893-PYOLZ,2646,No,56,81.8,4534.45
6131-FOYAS,2648,No,35,59.6,2094.9
5609-IMCGG,2650,No,15,84.35,1302.65
4873-ILOLJ,2651,No,24,90.35,2238.5
9481-WHGWY,2653,Yes,70,75.35,5437.75
4328-VUFWD,2656,No,39,59.3,2209.15
3301-LSLWQ,2657,No,29,66.1,1912.15
3166-PNEOF,2659,No,61,86.45,5175.3
5639-NTUPK,2660,No,13,52.1,670.65
5140-FOMCQ,2663,Yes,59,109.15,6557.75
6242-SGYTS,2664,Yes,62,94.95,5791.85
8166-ORCHU,2665,Yes,33,93.55,3055.5
8414-OOEEL,2666,No,66,79.5,5196.1
8454-AATJP,2667,No,72,115.05,8405
4659-NZRUF,2669,No,19,95.15,1789.25
4531-AUZNK,2670,Yes,51,95.15,5000.05
4191-XOVOM,2671,No,63,105.4,6713.2
8429-XIBUM,2673,No,22,101.35,2317.1
6997-UVGOX,2680,Yes,71,85.45,6029.9
5440-VHLUL,2684,No,69,105.2,7386.05
5781-BKHOP,2685,Yes,72,100.65,7334.05
4283-FUTGF,2686,No,19,79.85,1471.75
5213-TWWJU,2687,No,28,91.0,2626.15
8628-MFKAX,2689,Yes,72,116.75,8277.05
0254-KCJGT,2695,Yes,52,81.4,4354.45
6461-SZMCV,2697,Yes,71,87.95,6365.35
9508-ILZDG,2699,No,34,96.35,3190.25
9640-ZSLDC,2704,Yes,53,60.6,3297
8510-AWCXC,2708,No,13,100.8,1308.1
6128-AQBMT,2709,Yes,41,53.95,2215.4
0431-APWVY,2711,Yes,28,90.1,2598.95
6838-YAUVY,2714,No,54,95.1,5064.85
0244-LGNFY,2717,Yes,72,92.65,6733
4295-YURET,2719,Yes,56,72.6,4084.35
3426-NIYYL,2720,No,15,51.55,765.5
6402-SSEJG,2728,No,25,61.05,1540.2
1169-SAOCL,2730,No,49,106.65,5168.1
1110-KYLGQ,2731,No,63,108.25,6780.1
7693-QPEFS,2735,No,52,72.95,3829.75
0924-BJCRC,2736,Yes,60,89.45,5294.6
5074-FBGHB,2737,No,64,104.65,6889.8
2351-BKRZW,2738,Yes,43,75.2,3254.35
4455-BFSPD,2739,Yes,61,101.15,6383.9
3948-KXDUF,2742,No,66,68.75,4447.55
2323-ARSVR,2743,Yes,67,111.05,7321.05
0815-MFZGM,2744,Yes,42,99.0,4135
9086-YJYXS,2749,Yes,34,77.2,2753.8
0197-PNKNK,2757,Yes,69,84.45,5848.6
8929-KSWIH,2762,No,25,99.3,2513.5
2250-IVBWA,2763,Yes,64,81.05,5135.35
1810-MVMAI,2764,Yes,30,67.6,2000.2
9506-UXUSK,2765,No,13,70.15,931.75
1229-RCALF,2766,Yes,64,115.0,7396.15
3572-UOLYZ,2767,No,46,84.8,3958.85
6100-QQHEB,2770,Yes,17,92.55,1515.1
6366-XIVKZ,2771,Yes,13,63.15,816.8
3470-OBUET,2772,Yes,67,74.0,4868.4
2634-HCZGT,2775,Yes,53,60.05,3229.65
7503-QQRVF,2776,Yes,16,74.3,1178.25
6599-GZWCM,2778,No,13,74.65,966.25
4404-HIBDJ,2780,No,25,74.3,1863.8
7037-MTYVW,2782,Yes,38,85.4,3297
4760-THGOT,2783,Yes,43,94.1,4107.3
4016-BJKTZ,2785,No,25,108.9,2809.05
6584-VQMYT,2786,No,27,56.2,1567.55
2790-XUYMV,2788,No,71,85.45,6028.95
0581-MDMPW,2789,No,24,88.95,2072.75
5013-SBUIH,2790,No,50,109.65,5551.15
1023-BQXZE,2791,No,57,74.35,4317.35
5353-WILCI,2794,No,28,56.05,1522.65
0058-EVZWM,2796,Yes,55,89.8,4959.6
1017-FBQMM,2801,Yes,62,106.05,6703.5
3001-CBHLQ,2802,Yes,32,104.9,3351.55
9372-TXXPS,2805,Yes,60,59.85,3483.45
3259-QMXUN,2806,Yes,58,86.1,4890.5
8433-WPJTV,2810,Yes,65,103.9,6767.1
3763-GCZHZ,2812,Yes,66,104.05,6890
0536-ACXIP,2816,Yes,72,109.55,8165.1
4831-EOBFE,2818,Yes,29,94.65,2649.15
9170-GYZJC,2822,Yes,41,79.9,3326.2
1699-UOTXU,2830,No,60,61.4,3638.25
2454-RPBRZ,2831,Yes,12,98.1,1060.2
0635-WKOLD,2832,Yes,40,70.75,2921.75
5993-JSUWV,2833,No,66,61.15,4017.45
5387-ASZNZ,2835,No,66,63.85,4174.35
6988-CJEYV,2836,No,49,98.7,4920.55
7299-GNVPL,2840,Yes,23,84.4,1936.85
9093-FPDLG,2845,No,11,94.2,999.9
6985-HAYWX,2847,Yes,26,79.3,2015.8
7508-KBIMB,2848,Yes,24,56.25,1454.25
2277-DJJDL,2850,Yes,60,99.0,6017.9
1897-OKVMW,2851,Yes,64,90.6,5817.45
5485-ITNPC,2852,Yes,66,85.9,5595.3
0233-FTHAV,2853,No,60,79.2,4765
4644-PIZRT,2854,Yes,17,70.35,1201.65
7771-CFQRQ,2857,Yes,47,63.8,3007.25
6963-EZQEE,2859,Yes,70,88.55,6306.5
2452-KDRRH,2860,No,67,101.4,6841.05
3617-XLSGQ,2865,Yes,66,109.25,7082.5
7517-LDMPS,2866,No,12,84.6,1017.35
5226-NOZFC,2868,No,26,85.75,2146.5
1400-WIVLL,2870,Yes,57,107.95,5969.85
7508-MYBOG,2871,Yes,14,86.1,1235.55
0148-DCDOS,2873,No,25,94.7,2362.1
9992-RRAMN,2875,Yes,22,85.1,1873.7
0310-MVLET,2877,Yes,61,99.15,6010.05
0428-IKYCP,2878,Yes,22,87.0,1850.65
4550-VBOFE,2879,Yes,70,102.95,7101.5
2187-PKZAY,2880,No,12,79.95,1043.4
4003-OCTMP,2881,Yes,31,64.0,1910.75
6652-YFFJO,2882,No,11,64.9,716.1
5248-RPYWW,2884,Yes,72,90.15,6716.45
7923-IYJWY,2885,No,67,116.1,7839.85
3170-GWYKC,2886,No,60,104.95,6236.75
1732-VHUBQ,2890,Yes,47,70.55,3309.25
7854-EDSSA,2893,No,22,59.0,1254.7
8869-TORSS,2894,No,48,60.35,2896.4
6164-HAQTX,2899,No,71,53.95,3888.65
7765-LWVVH,2901,Yes,72,95.1,6843.15
2115-BFTIW,2904,No,25,70.95,1767.35
4692-NNQRU,2905,Yes,21,79.2,1742.45
0611-DFXKO,2907,Yes,20,89.0,1820.45
7780-OTDSO,2908,Yes,18,99.4,1742.95
9619-GSATL,2909,No,43,55.45,2444.25
0674-DGMAQ,2912,Yes,32,93.5,2970.8
6203-HBZPA,2913,No,52,63.9,3334.95
0484-FFVBJ,2914,No,32,64.85,2010.95
0301-FIDRB,2915,Yes,72,63.8,4684.3
9453-PATOS,2920,Yes,72,85.1,6155.4
3348-CFRNX,2922,Yes,28,92.35,2602.9
4402-FTBXC,2923,No,54,89.8,4667
1428-GTBJJ,2924,No,11,74.55,824.75
2931-XIQBR,2925,Yes,50,103.05,5153.5
0106-UGRDO,2926,Yes,69,116.0,8182.85
1930-QPBVZ,2928,Yes,68,95.1,6683.4
8059-UDZFY,2931,No,33,105.35,3465.05
7740-BTPUX,2932,Yes,55,113.6,6292.7
9435-JMLSX,2935,Yes,71,86.1,6045.9
3352-ALMCK,2936,No,40,102.65,4108.15
5312-IRCFR,2937,Yes,64,92.85,5980.75
5294-IMHHT,2938,Yes,53,97.75,5043.2
8802-UNOJF,2939,No,12,83.8,1029.75
6313-GIDIT,2940,No,53,54.45,2854.55
6176-YJWAS,2941,Yes,72,97.95,7114.25
5311-IHLEI,2944,No,12,50.95,605.75
3404-JNXAX,2946,Yes,51,80.75,4116.9
5131-PONJI,2947,Yes,49,90.4,4494.65
2845-AFFTX,2948,Yes,41,99.8,4259.3
3489-VSFRD,2949,No,56,60.25,3282.75
5815-HGGHV,2951,Yes,20,64.15,1274.45
2249-YPRNG,2953,Yes,20,105.85,2239.65
5649-RXQTV,2956,No,51,99.0,5038.15
7587-AOVVU,2959,Yes,27,100.75,2793.55
5590-BYNII,2960,No,22,100.75,2095
6898-MDLZW,2961,No,12,53.75,648.65
9357-UJRUN,2964,Yes,24,58.35,1346.9
1591-NFNLQ,2965,No,51,80.0,4242.35
7663-CUXZB,2967,Yes,59,113.75,6561.25
1163-VIPRI,2969,Yes,65,109.3,7337.55
9348-ROUAI,2971,Yes,59,90.3,5194.05
9443-JUBUO,2972,Yes,72,65.25,4478.85
0596-BQCEQ,2973,Yes,62,100.15,6283.3
1481-ZUWZA,2974,No,28,94.5,2659.4
2960-NKRSO,2978,No,24,85.95,2107.15
8996-ZROXE,2979,No,57,53.5,3035.8
4674-HGNUA,2983,Yes,71,89.9,6457.15
9786-IJYDL,2985,No,35,113.2,3914.05
1303-SRDOK,2986,Yes,55,69.05,3842.6
6295-OSINB,2988,Yes,72,109.65,7880.25
2207-QPJED,2991,Yes,37,90.0,3371.75
6620-JDYNW,2996,No,18,60.6,1156.35
1891-FZYSA,2997,Yes,69,89.95,6143.15
7613-LLQFO,3000,No,12,84.45,1059.55
9513-DXHDA,3002,No,27,81.7,2212.55
2640-PMGFL,3003,No,27,79.5,2180.55
9685-WKZGT,3006,No,14,74.95,1036.75
6022-UGGSO,3007,No,32,74.4,2276.95
3865-QBWSJ,3010,No,38,80.45,3162.65
2160-GPFXD,3012,Yes,54,65.65,3566.7
2065-MMKGR,3013,No,29,71.0,2080.1
5857-TYBCJ,3014,Yes,44,89.2,4040.2
1498-NHTLT,3015,Yes,59,86.75,5186
1402-PTHGN,3017,Yes,18,61.5,1087.45
6214-EDAKZ,3019,Yes,22,55.15,1206.05
0238-WHBIQ,3023,Yes,72,89.7,6339.3
6127-ISGTU,3026,Yes,16,84.95,1378.25
3923-CSIHK,3031,Yes,50,71.05,3444.85
5795-KTGUD,3033,Yes,68,110.8,7553.6
7924-GJZFI,3035,Yes,25,69.3,1813.1
5897-ZYEKH,3038,Yes,67,105.6,7112.15
5456-ITGIC,3039,Yes,72,64.45,4641.1
7317-GGVPB,3040,Yes,71,108.6,7690.9
9114-AAFQH,3045,Yes,48,65.65,3094.65
8715-KKTFG,3046,Yes,61,103.3,6518.35
1550-LOAHA,3047,Yes,32,84.15,2585.95
5117-ZSMHQ,3051,Yes,71,89.9,6342.7
5151-HQRDG,3052,Yes,37,55.05,2030.75
0960-HUWBM,3053,Yes,65,104.1,6700.05
6465-GSRCL,3054,No,67,106.6,7244.7
0617-FHSGK,3055,No,49,75.2,3678.3
0263-FJTQO,3056,Yes,50,70.5,3486.65
2858-MOFSQ,3058,No,17,55.85,937.5
8118-LSUEL,3061,No,23,106.4,2483.5
1666-JXLKU,3063,No,37,100.05,3810.55
7855-DIWPO,3064,No,21,68.65,1493.2
1810-BOHSY,3068,Yes,51,96.4,4911.05
9224-VTYID,3071,Yes,47,90.5,4318.35
9500-IWPXQ,3072,Yes,61,79.4,4820.55
5762-TJXGK,3073,No,52,58.75,3038.55
4504-YOULA,3074,Yes,35,59.45,2136.9
5569-IDSEY,3075,Yes,71,105.7,7472.15
7284-ZZLOH,3077,Yes,45,53.3,2296.25
3401-URHDA,3082,No,51,59.9,3043.6
3853-LYGAM,3086,No,17,95.65,1640
5751-USDBL,3088,Yes,46,81.0,3846.35
5680-LQOGP,3089,No,68,82.45,5646.6
9931-DCEZH,3093,No,28,54.4,1516.6
1898-JSNDC,3094,No,39,58.6,2224.5
0315-LVCRK,3095,No,11,84.8,888.75
3911-RSNHI,3096,Yes,71,61.4,4310.35
4248-HCETZ,3098,Yes,30,79.65,2365.15
7271-AJDTL,3100,Yes,55,94.45,5073.1
1867-TJHTS,3101,No,58,79.8,4526.85
5038-ETMLM,3107,Yes,72,113.65,8182.75
5056-FIMPT,3108,No,43,106.0,4532.3
8809-RIHDD,3111,Yes,72,103.4,7372.65
8809-XKHMD,3112,Yes,72,100.55,7325.1
0396-YCHWO,3113,Yes,36,95.4,3474.2
4822-NGOCH,3115,No,13,84.45,1058.6
9391-DXGGG,3116,No,44,89.15,3990.75
9844-FELAJ,3117,Yes,70,107.9,7475.85
5307-DZCVC,3119,Yes,32,85.95,2628.6
8679-JOEVF,3121,No,16,59.4,1023.9
6692-YQHXC,3123,No,16,69.95,1205.5
3889-VWBID,3124,Yes,68,82.85,5776.45
7080-TNUWP,3129,Yes,70,95.0,6602.9
0496-AHOOK,3130,Yes,24,74.4,1712.9
8336-TAVKX,3131,Yes,72,78.45,5682.25
3181-VTHOE,3133,Yes,70,51.05,3635.15
4803-AXVYP,3135,No,38,99.55,3734.25
3884-HCSWG,3136,No,17,70.0,1144.5
4567-AKPIA,3137,Yes,41,109.1,4454.25
7901-HXJVA,3140,No,14,76.45,1117.55
